"year","zone","group","gender","stage","measure","value"
"2012-2013","S01002317","All","Female","S4","Count",8
"2003-2004","S01002317","All","All","S4","Count",7
"2011-2012","S01002317","All","All","S4","Count",12
"2008-2009","S01002317","All","Female","S4","Count",1
"2011-2012","S01002317","All","Female","S4","Count",3
"2004-2005","S01002317","All","All","S4","Count",5
"2010-2011","S01002317","All","All","S4","Ratio","58.8"
"2008-2009","S01002317","All","All","S4","Ratio",100
"2009-2010","S01002317","All","All","S4","Ratio","92.3"
"2011-2012","S01002317","All","All","S4","Ratio","92.3"
"2012-2013","S01002317","All","All","S4","Ratio","81.2"
"2002-2003","S01002317","All","All","S4","Ratio","83.3"
"2010-2011","S01002317","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01002317","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002317","Additional Support Needs","All","S4","Ratio",100
"2012-2013","S01002317","Additional Support Needs","All","S4","Ratio","66.7"
"2011-2012","S01002317","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002317","All","All","S4","Ratio",100
"2004-2005","S01002317","All","All","S4","Ratio",100
"2005-2006","S01002317","All","All","S4","Ratio","33.3"
"2006-2007","S01002317","All","All","S4","Ratio",50
"2007-2008","S01002317","All","All","S4","Ratio",60
"2010-2011","S01002317","All","Male","S4","Ratio",50
"2011-2012","S01002317","All","Male","S4","Ratio",100
"2009-2010","S01002317","All","Male","S4","Ratio","87.5"
"2012-2013","S01002317","All","Male","S4","Ratio","62.5"
"2008-2009","S01002317","All","Male","S4","Ratio",100
"2010-2011","S01002317","All","Female","S4","Ratio","63.6"
"2009-2010","S01002317","All","Female","S4","Ratio",100
"2012-2013","S01002317","All","Female","S4","Ratio",100
"2008-2009","S01002317","All","Female","S4","Ratio",100
"2011-2012","S01002317","All","Female","S4","Ratio",75
"2005-2006","S01002318","All","All","S4","Count",7
"2010-2011","S01002318","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002318","All","All","S4","Count",5
"2009-2010","S01002318","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002318","All","All","S4","Count",10
"2010-2011","S01002318","All","All","S4","Count",9
"2010-2011","S01002318","All","Male","S4","Count",1
"2012-2013","S01002318","All","All","S4","Count",4
"2011-2012","S01002318","All","Male","S4","Count",1
"2008-2009","S01002318","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002318","Additional Support Needs","All","S4","Count",3
"2009-2010","S01002318","All","Male","S4","Count",5
"2009-2010","S01002318","All","All","S4","Count",5
"2012-2013","S01002318","All","Male","S4","Count",3
"2008-2009","S01002318","All","Male","S4","Count",3
"2011-2012","S01002318","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002318","All","Female","S4","Count",8
"2002-2003","S01002318","All","All","S4","Count",4
"2009-2010","S01002318","All","Female","S4","Count",0
"2008-2009","S01002318","All","All","S4","Count",10
"2012-2013","S01002318","All","Female","S4","Count",1
"2003-2004","S01002318","All","All","S4","Count",11
"2011-2012","S01002318","All","All","S4","Count",5
"2008-2009","S01002318","All","Female","S4","Count",7
"2011-2012","S01002318","All","Female","S4","Count",4
"2004-2005","S01002318","All","All","S4","Count",10
"2010-2011","S01002318","All","All","S4","Ratio","81.8"
"2008-2009","S01002318","All","All","S4","Ratio","83.3"
"2009-2010","S01002318","All","All","S4","Ratio","83.3"
"2011-2012","S01002318","All","All","S4","Ratio",100
"2012-2013","S01002318","All","All","S4","Ratio","66.7"
"2002-2003","S01002318","All","All","S4","Ratio",80
"2010-2011","S01002318","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002318","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002318","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002318","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002318","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002318","All","All","S4","Ratio","78.6"
"2004-2005","S01002318","All","All","S4","Ratio","83.3"
"2005-2006","S01002318","All","All","S4","Ratio",100
"2006-2007","S01002318","All","All","S4","Ratio","83.3"
"2007-2008","S01002318","All","All","S4","Ratio","90.9"
"2010-2011","S01002318","All","Male","S4","Ratio",50
"2011-2012","S01002318","All","Male","S4","Ratio",100
"2009-2010","S01002318","All","Male","S4","Ratio",100
"2012-2013","S01002318","All","Male","S4","Ratio",100
"2008-2009","S01002318","All","Male","S4","Ratio",100
"2010-2011","S01002318","All","Female","S4","Ratio","88.9"
"2009-2010","S01002318","All","Female","S4","Ratio",0
"2012-2013","S01002318","All","Female","S4","Ratio","33.3"
"2008-2009","S01002318","All","Female","S4","Ratio","77.8"
"2011-2012","S01002318","All","Female","S4","Ratio",100
"2005-2006","S01002319","All","All","S4","Count",5
"2010-2011","S01002319","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002319","All","All","S4","Count",12
"2009-2010","S01002319","Additional Support Needs","All","S4","Count",1
"2007-2008","S01002319","All","All","S4","Count",8
"2010-2011","S01002319","All","All","S4","Count",10
"2010-2011","S01002319","All","Male","S4","Count",4
"2012-2013","S01002319","All","All","S4","Count",9
"2011-2012","S01002319","All","Male","S4","Count",5
"2008-2009","S01002319","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002319","Additional Support Needs","All","S4","Count",3
"2009-2010","S01002319","All","Male","S4","Count",8
"2009-2010","S01002319","All","All","S4","Count",10
"2012-2013","S01002319","All","Male","S4","Count",4
"2008-2009","S01002319","All","Male","S4","Count",4
"2011-2012","S01002319","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002319","All","Female","S4","Count",6
"2002-2003","S01002319","All","All","S4","Count",3
"2009-2010","S01002319","All","Female","S4","Count",2
"2008-2009","S01002319","All","All","S4","Count",7
"2012-2013","S01002319","All","Female","S4","Count",5
"2003-2004","S01002319","All","All","S4","Count",8
"2011-2012","S01002319","All","All","S4","Count",9
"2008-2009","S01002319","All","Female","S4","Count",3
"2011-2012","S01002319","All","Female","S4","Count",4
"2004-2005","S01002319","All","All","S4","Count",13
"2010-2011","S01002319","All","All","S4","Ratio","90.9"
"2008-2009","S01002319","All","All","S4","Ratio",100
"2009-2010","S01002319","All","All","S4","Ratio","90.9"
"2011-2012","S01002319","All","All","S4","Ratio","69.2"
"2012-2013","S01002319","All","All","S4","Ratio",100
"2002-2003","S01002319","All","All","S4","Ratio",60
"2010-2011","S01002319","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002319","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002319","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002319","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002319","Additional Support Needs","All","S4","Ratio","66.7"
"2003-2004","S01002319","All","All","S4","Ratio",100
"2004-2005","S01002319","All","All","S4","Ratio","92.9"
"2005-2006","S01002319","All","All","S4","Ratio",100
"2006-2007","S01002319","All","All","S4","Ratio","92.3"
"2007-2008","S01002319","All","All","S4","Ratio",80
"2010-2011","S01002319","All","Male","S4","Ratio",80
"2011-2012","S01002319","All","Male","S4","Ratio","62.5"
"2009-2010","S01002319","All","Male","S4","Ratio","88.9"
"2012-2013","S01002319","All","Male","S4","Ratio",100
"2008-2009","S01002319","All","Male","S4","Ratio",100
"2010-2011","S01002319","All","Female","S4","Ratio",100
"2009-2010","S01002319","All","Female","S4","Ratio",100
"2012-2013","S01002319","All","Female","S4","Ratio",100
"2008-2009","S01002319","All","Female","S4","Ratio",100
"2011-2012","S01002319","All","Female","S4","Ratio",80
"2008-2009","S01002320","All","All","S4","Count",7
"2009-2010","S01002320","All","All","S4","Count",2
"2011-2012","S01002320","All","All","S4","Count",8
"2012-2013","S01002320","All","All","S4","Count",3
"2002-2003","S01002320","All","All","S4","Count",5
"2010-2011","S01002320","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002320","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002320","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002320","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002320","Additional Support Needs","All","S4","Count",1
"2003-2004","S01002320","All","All","S4","Count",2
"2004-2005","S01002320","All","All","S4","Count",2
"2005-2006","S01002320","All","All","S4","Count",3
"2006-2007","S01002320","All","All","S4","Count",3
"2007-2008","S01002320","All","All","S4","Count",3
"2010-2011","S01002320","All","Male","S4","Count",3
"2011-2012","S01002320","All","Male","S4","Count",1
"2009-2010","S01002320","All","Male","S4","Count",0
"2008-2009","S01002320","All","Male","S4","Count",3
"2012-2013","S01002320","All","Male","S4","Count",2
"2010-2011","S01002320","All","Female","S4","Count",2
"2012-2013","S01002320","All","Female","S4","Count",1
"2008-2009","S01002320","All","Female","S4","Count",4
"2011-2012","S01002320","All","Female","S4","Count",7
"2009-2010","S01002320","All","Female","S4","Count",2
"2010-2011","S01002320","All","All","S4","Count",5
"2010-2011","S01002320","All","All","S4","Ratio",100
"2012-2013","S01002320","All","Female","S4","Ratio",100
"2005-2006","S01002320","All","All","S4","Ratio",100
"2008-2009","S01002320","All","All","S4","Ratio",100
"2008-2009","S01002320","All","Male","S4","Ratio",100
"2009-2010","S01002320","All","All","S4","Ratio",100
"2006-2007","S01002320","All","All","S4","Ratio",100
"2011-2012","S01002320","All","All","S4","Ratio",100
"2011-2012","S01002320","All","Female","S4","Ratio",100
"2012-2013","S01002320","All","All","S4","Ratio",100
"2007-2008","S01002320","All","All","S4","Ratio",100
"2002-2003","S01002320","All","All","S4","Ratio","83.3"
"2003-2004","S01002320","All","All","S4","Ratio",100
"2010-2011","S01002320","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002320","All","Female","S4","Ratio",100
"2011-2012","S01002320","Additional Support Needs","All","S4","Ratio",100
"2010-2011","S01002320","All","Female","S4","Ratio",100
"2008-2009","S01002320","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002320","All","Male","S4","Ratio",100
"2009-2010","S01002320","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002320","All","Male","S4","Ratio",0
"2009-2010","S01002320","All","Female","S4","Ratio",100
"2010-2011","S01002320","All","Male","S4","Ratio",100
"2004-2005","S01002320","All","All","S4","Ratio","66.7"
"2012-2013","S01002320","All","Male","S4","Ratio",100
"2010-2011","S01002321","All","All","S4","Count",10
"2010-2011","S01002321","All","Female","S4","Ratio",100
"2010-2011","S01002321","Additional Support Needs","All","S4","Ratio",100
"2010-2011","S01002321","All","Male","S4","Count",7
"2010-2011","S01002321","All","Male","S4","Ratio",100
"2010-2011","S01002321","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002321","All","Female","S4","Count",3
"2010-2011","S01002321","All","All","S4","Ratio",100
"2008-2009","S01002321","All","Male","S4","Count",5
"2008-2009","S01002321","All","Female","S4","Ratio","88.9"
"2008-2009","S01002321","All","Male","S4","Ratio","62.5"
"2008-2009","S01002321","All","All","S4","Ratio","76.5"
"2008-2009","S01002321","All","All","S4","Count",13
"2008-2009","S01002321","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002321","Additional Support Needs","All","S4","Count",1
"2008-2009","S01002321","All","Female","S4","Count",8
"2009-2010","S01002321","All","All","S4","Count",7
"2009-2010","S01002321","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002321","All","Male","S4","Count",4
"2009-2010","S01002321","All","Female","S4","Count",3
"2009-2010","S01002321","All","All","S4","Ratio","77.8"
"2009-2010","S01002321","All","Male","S4","Ratio",80
"2009-2010","S01002321","All","Female","S4","Ratio",75
"2009-2010","S01002321","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002321","All","Female","S4","Count",4
"2011-2012","S01002321","All","Male","S4","Ratio",80
"2011-2012","S01002321","All","Female","S4","Ratio","66.7"
"2011-2012","S01002321","Additional Support Needs","All","S4","Ratio","33.3"
"2011-2012","S01002321","All","All","S4","Count",8
"2011-2012","S01002321","All","All","S4","Ratio","72.7"
"2011-2012","S01002321","All","Male","S4","Count",4
"2011-2012","S01002321","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002321","All","Male","S4","Count",5
"2012-2013","S01002321","Additional Support Needs","All","S4","Count",3
"2012-2013","S01002321","All","Female","S4","Count",8
"2012-2013","S01002321","All","All","S4","Ratio","86.7"
"2012-2013","S01002321","All","Female","S4","Ratio",80
"2012-2013","S01002321","All","Male","S4","Ratio",100
"2012-2013","S01002321","Additional Support Needs","All","S4","Ratio",60
"2012-2013","S01002321","All","All","S4","Count",13
"2002-2003","S01002321","All","All","S4","Count",9
"2002-2003","S01002321","All","All","S4","Ratio","64.3"
"2003-2004","S01002321","All","All","S4","Count",12
"2003-2004","S01002321","All","All","S4","Ratio",75
"2004-2005","S01002321","All","All","S4","Count",13
"2004-2005","S01002321","All","All","S4","Ratio","81.2"
"2005-2006","S01002321","All","All","S4","Ratio","77.8"
"2005-2006","S01002321","All","All","S4","Count",7
"2006-2007","S01002321","All","All","S4","Count",7
"2006-2007","S01002321","All","All","S4","Ratio","58.3"
"2007-2008","S01002321","All","All","S4","Count",8
"2007-2008","S01002321","All","All","S4","Ratio","88.9"
"2008-2009","S01002322","All","All","S4","Count",2
"2009-2010","S01002322","All","All","S4","Count",2
"2011-2012","S01002322","All","All","S4","Count",1
"2012-2013","S01002322","All","All","S4","Count",5
"2002-2003","S01002322","All","All","S4","Count",5
"2010-2011","S01002322","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002322","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002322","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002322","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002322","Additional Support Needs","All","S4","Count",1
"2003-2004","S01002322","All","All","S4","Count",4
"2004-2005","S01002322","All","All","S4","Count",1
"2005-2006","S01002322","All","All","S4","Count",3
"2006-2007","S01002322","All","All","S4","Count",1
"2007-2008","S01002322","All","All","S4","Count",3
"2010-2011","S01002322","All","Male","S4","Count",1
"2011-2012","S01002322","All","Male","S4","Count",1
"2009-2010","S01002322","All","Male","S4","Count",1
"2008-2009","S01002322","All","Male","S4","Count",1
"2012-2013","S01002322","All","Male","S4","Count",2
"2010-2011","S01002322","All","Female","S4","Count",1
"2012-2013","S01002322","All","Female","S4","Count",3
"2008-2009","S01002322","All","Female","S4","Count",1
"2011-2012","S01002322","All","Female","S4","Count",0
"2009-2010","S01002322","All","Female","S4","Count",1
"2010-2011","S01002322","All","All","S4","Count",2
"2010-2011","S01002322","All","All","S4","Ratio",100
"2012-2013","S01002322","All","Female","S4","Ratio",75
"2005-2006","S01002322","All","All","S4","Ratio",60
"2008-2009","S01002322","All","All","S4","Ratio",100
"2008-2009","S01002322","All","Male","S4","Ratio",100
"2009-2010","S01002322","All","All","S4","Ratio",100
"2006-2007","S01002322","All","All","S4","Ratio",100
